utt_id,audio_path,reference,Accent,Age,Gender,Background,Sentiment,District,State,Other,audio_drive_id,audio_filename
01-02549-02,./Audio/01-02549-02.mp3,मधुबनी मोबाइल वाणी के लिए खजौली मधुबनी से रामाशीष सिंह देश में शारीरिक रूप से असमर्थ लोगो की आबादी अच्छी खासी है,,,,,,,,,17eR33nCESxrb-0U2ZynKP1iwX4b27J9U,01-02549-02.mp3
01-02550-01,./Audio/01-02550-01.mp3,ये संख्या देश के कुल घरों का दशमलव टीम प्रतिशत है कर्नाटक राज्य के ग्रामीण क्षेत्रो में सबसे ज्यादा शारीरिक अक्षमता है,Bihari,,Male,,,,Bihar,inaudible,1MTROIkJClmsIJOohdAdISJT3U8I3Z6Hm,01-02550-01.mp3
01-02550-02,./Audio/01-02550-02.mp3,वही चंडीगढ़ में सबसे कम शारीरिक अक्षमता है मधुबनी मोबाइल वाणी के लाई खजौली मधुबनी ऐसी रामाशीष सिंह धनबाद,,,,,,,,inaudible,13qZDUlPbXsGsegWfYzoaKNuhwxvi_je5,01-02550-02.mp3
01-02550-03,./Audio/01-02550-03.mp3,हेलो नमस्कार जोहार मै बीरबल महतो महुदा धनबाद से जंगल चाहता हम सबका मंगल कविता बोल रहा हूँ,,,,,,,,,1QTKIVyhNLo2_T5hyzw3YiP8R5FMZb6Az,01-02550-03.mp3
01-02553-01,./Audio/01-02553-01.mp3,जंगल हम सबका मंगल जंगल हम सबका मंगल इसका बिना न होता कल्याण यह बताता हैं विज्ञान हमें बताता हैं,Bihari,Adult,Male,,,,Bihar,inaudible,1T53OkQb6gej-fEcn364iu5zLubz7h-P5,01-02553-01.mp3
01-02553-02,./Audio/01-02553-02.mp3,जंगल आरोप को रोकता हैं हमें वायु देता हैं जंगल ऐसी बूटी दवाई हम सबको करती हैं भलाई हम तभी ने,Bihari,Adult,Male,,,,Bihar,inaudible,1bUnfSi8Kx1-qllyjv7e-zsw4i2Wqqu1k,01-02553-02.mp3
01-02553-03,./Audio/01-02553-03.mp3,नहीं यह आने करता इस के अन्दर रहता जो जंगल का हैं गुण अनेक इस के गुणों को पहचानो जंगल जल को हैं बरसाती,Bihari,Adult,Male,,,,Bihar,inaudible,1mWkYqkS4w2IXMw8DWrPjXpkqHuVhnEYY,01-02553-03.mp3
01-02552-01,./Audio/01-02552-01.mp3,हम सबका मान हो हर साती मान को हर साती ईश्वर जंगल की रक्षक श्री जवान या हो बच्चा हम सब मिलकर जंगल लगाओ अपना,,,,,,,,,1qgF9f_B3g4sNNZ55oSMQaJ96Rmd8tA5J,01-02552-01.mp3
01-02552-02,./Audio/01-02552-02.mp3,अपने आप को स्वच्छ बनाओ सब मिलकर बचाओ जंगल का कम सबका मंगल हो धन्यवाद मर बीरबल महादेव,,,,,,,,,1MKjjntUxzE86Q6eZtO_TbkL6m0HBiP3K,01-02552-02.mp3
01-02552-03,./Audio/01-02552-03.mp3,मधुबनी मोबाइल वाणी के लिए खजौली मधुबनी से रामाशीष सिंह मधुबनी जिले के खजौली बाजार में आधा दर्जन से अधिक अवैध नर्सिंग होम चल रहा है,Bihari,,Male,,,,Bihar,,17M67RUOH6quGwHemXmIF1bHHWCYF2CtF,01-02552-03.mp3
01-02554-01,./Audio/01-02554-01.mp3,गड्ढें अवैध अर्चना होम के संचालकों द्वारा पीड़ित मरीजों का आर्थिक शोषण हो रहा है जो बिहार के निकाल एस्टाब्लिश्मेंट और रेगुलेशन रुले,,,,,,,,,1YQQDwc2VtDkYZU4-36-tMZvbCVMi8PdL,01-02554-01.mp3
01-02554-02,./Audio/01-02554-02.mp3,दो हज़ार तेरा का रजिस्ट्रेशन आवश्यक है पूर्व रूपए ऐसी उपनियम,,,,,,,,,1Pz5d9pICrweExh5RCPAUMaNkAZBulYPp,01-02554-02.mp3
01-02554-03,./Audio/01-02554-03.mp3,और निबंधक होम को न्यूनतम पचास हज़ार ऐसी पांच लाख तक है जुर्माना का प्रावधान है लेकिन बावजूद इसके,,,,,,,,,1s3VjOrUuc92KsnbWGd7AhLrBSHiuZSOA,01-02554-03.mp3
01-02557-01,./Audio/01-02557-01.mp3,खर्चे अगर झगड़े ऐसी सदर रहे है लेकिन आजतक उनके विरोध या प्रखंड सरकार द्वारा कोई भी कारवाई नहीं की गयी है,,,,,,,,,1dxPwBfcfLS7Hht2KYZGOKAh4ZY01xKFB,01-02557-01.mp3
01-02557-02,./Audio/01-02557-02.mp3,सिविल सर्वेंट मधुबनी ऐसी सूचना के तहत अवैध नर्सिंग होम के बारे में जानकारी भी मांगी गयी थी लेकिन निर्धारित समय बीत जाने के बढ़ भी जानकारी नहीं उन्होंने कोई जानकारी नहीं दी है,,,,,,,,inaudible,1w-Zq08PTgbhswzggLuqDKNuYjLg5Mgt8,01-02557-02.mp3
01-02557-03,./Audio/01-02557-03.mp3,जिला पदाधिकारी मधुबनी को विलम्ब इस ओर ध्यान देना चाहिए मधुबनी मोबाइल वाणी के लिए,,,,,,,,,1vZ5DFb0Zpf72o1XFg3gnmkVtBDl9LB1A,01-02557-03.mp3
01-02555-01,./Audio/01-02555-01.mp3,मई संजीत कुमार उतराखंड ऐसी नथुआ गाँव ऐसी बोल रहा हूँ मोबाइल वाणी ऐसी आज है के पंचायत,,,,,,,,inaudible,1katw8R_j4jRAnBtMfnNDUaMajlQMK3Fo,01-02555-01.mp3
01-02555-02,./Audio/01-02555-02.mp3,के पास मध्य विद्यालय में जो है शिक्षा विभाग के अधिकारी है जो है औसत निरिक्षण किये,,,,,,,,inaudible,1z2OR91s0Vqb_4VuNu9BZIb_VwqR7502D,01-02555-02.mp3
01-02555-03,./Audio/01-02555-03.mp3,खान पिन एवं सफाई सम्बन्धी ऐसी ध्यान के लिए कहा काहे है,,,,,,,,inaudible,1JtE77HB2FuUHSN1pTECK4h95Hnnw1-DV,01-02555-03.mp3
01-02556-01,./Audio/01-02556-01.mp3,वहीं साथ ही साथ जांगीपुरा स्कुल में भी औसत निरिक्षण किया गया जहाँ पर सफाई पर विशेष फटकार लगाया गया हैं और खाना पर विशेष ध्यान देने के लिए कहा गया हैं धन्यवाद,Bihari,Adult,Male,,Serious,,Bihar,inaudible,1vSWlEhUg-DwGFLtunyS2EWQgT5-ErSWf,01-02556-01.mp3
01-02556-03,./Audio/01-02556-03.mp3,प्रोग्राम चलता हैं बोलो दिल की बात चलता हैं उसमे अपनी मन की जो बात रहती हैं उसे बताया जाता हैं इस तरह अभी सदर रहा हैं की अधूरी सपना,Bihari,Adult,Female,,Serious,,Bihar,,16cKoPWwSNix3RtHRGPKfgyZjgUKB5bCA,01-02556-03.mp3
01-02558-01,./Audio/01-02558-01.mp3,बहुत ऐसी आदमी ऐसे है जिसका कुछ न कुछ ख्वाब रहता है और किसी काल दिवस उसका ख्वाब नही पूरा हो जाता है,,,,,,,,,1cZbMDlk9KH-5pET81gzz-D36yGLM6Fbc,01-02558-01.mp3
01-02558-02,./Audio/01-02558-02.mp3,वो सपना है और सपना ही रह जाता है मई उसी के बारे में मई बता रही हूँ मेरा भी सपना कुछ और था की मई खूब पढ़ लिख कर कुछ,,,,,,,,,1VVJYdqPj0bYP2UZ6D1rY1bAToaAVYG6t,01-02558-02.mp3
01-02558-03,./Audio/01-02558-03.mp3,आगे बढूँगी बढूँगी और कुछ कर दिखाओ मेरा सपना था की मई पढ़ लिख कर पुलिस लाइन में जाऊंगी और देश की सेवा करूँगी लेकिन मेरा ये सपना पूरा नहीं हुआ क्यूँकी,,,,,,,,,1lIeAuyRfdwHfrdobVqzUOg6P01YaR-u1,01-02558-03.mp3
01-02559-01,./Audio/01-02559-01.mp3,हमलोग का घर का स्थिति इतना गंभीर था कमाने वाले मेरे सिर्फ पापा थे वो भी बीमार रहते थे और,,,,,,,,,1OStaAMrORvZKkU8R1Al8h5-NbLw2aAhY,01-02559-01.mp3
01-02559-02,./Audio/01-02559-02.mp3,मुझे कहीं कम करके अपना पढ़ा के पूरा करना पड़ता था किसी तरह मैंने मई टेंथ क्लास कम्पलीट की और आगे नहीं पढ़ सकी,,,,,,,,,17XMtiuDHTJ2-jseIxFsaGbzFM7qMmX2d,01-02559-02.mp3
01-02559-03,./Audio/01-02559-03.mp3,जिसका पछतावा मुझे आज भी होता है,,,,,,,,,19Uu4r38BF9q8EPWM4RFV3MNQAvM83vPy,01-02559-03.mp3
01-02560-01,./Audio/01-02560-01.mp3,ऐसी मेरा जो तमन्ना था सपना था वो पूरा नहीं हो सका और मेरी तक़रीबन सत्रह साल अठारह साल में शादी हो गयी और मई अपनी पढाई नहीं कर पाई लेकिन वहीं सपना को मई अपनी बेटी के ऊपर,,,,,,,,,18nFZZMqlaYRN8wr8ycYGHu1pQAz4YOKx,01-02560-01.mp3
01-02560-02,./Audio/01-02560-02.mp3,देख रही हूँ मैं अपनी बच्चियों को पढ़ा रही हूँ और मई सोच रही हूँ की जो मेरा ख्वाब मेरा अधूरा सपना था वो पूरा नहीं हुआ,,,,,,,,,1i3n8Q4EzoSUU7R7mBE31mOrLi2rp5ePC,01-02560-02.mp3
01-02560-03,./Audio/01-02560-03.mp3,मेरी चार बेटियां है चारों में ऐसी मैं किसी न किसी को पढ़ा के ज़रूर उसे पुलिस लाइन में भेजूंगी और उसे नौकरी कराउंगी,Bihari,,Female,,,,Bihar,inaudible,1D_SAcba56SXDmqxWnQyqOmN7YmFf5rkQ,01-02560-03.mp3
01-02561-01,./Audio/01-02561-01.mp3,मैं संजीव कुमार यशवंतपुरम ऐसी भरतपुरा पंचायत ऐसी बोल रहा हूँ ये साक्षी कुमारी जो क्लास फाइव की छात्र है मैंने उन मोबाइल वाणी के विषय में विशेष बात बताया है,Accent_unknown,Adult,Male,,,,,,1XQWAHmHCytETVoDd9kWvx_rWwOr97j-m,01-02561-01.mp3
01-02561-03,./Audio/01-02561-03.mp3,जो गाँव शहर या नगर कोई भी छोटा या बड़ा इलाका हो विषय में पता सदर जाता है की कहा क्या समस्या हो रही है,Accent_unknown,Child,Female,,,,,audio_jump,1y0RMG1mADNmVfkIED08bkxEqvNvoAW93,01-02561-03.mp3
01-02563-01,./Audio/01-02563-01.mp3,ये घर बैठे पता चल जाता है और हमने ऊपर एक कविता बनाये है जो आप सभी स्रोता जैसा है जो इस प्रकार है साक्षी जल की रानी है,Bihari,Adult,Male,,,,Bihar,audio_jump,1vB4zNX4TKX9ARJqXxpfyFbpdk4f1A7uZ,01-02563-01.mp3
01-02563-02,./Audio/01-02563-02.mp3,रानी है दांत दो तो रो देती है,Bihari,Adult,Male,,,,Bihar,,17bBHwJA7UssmswE92iYoJHrOoSatTXuS,01-02563-02.mp3
01-02562-01,./Audio/01-02562-01.mp3,खाने का जो अनुभव मजा और बरसात का मौसम ही एक अलग मजा हैं और उसके ऊपर भीगते,Accent_unknown,,Male,,Serious,,,,1vzEhgwsr4Y9_donP2RNuDGTK6AwXAQFp,01-02562-01.mp3
01-02562-02,./Audio/01-02562-02.mp3,बारिश मैं और पकोड़ी और गरमा गरमा चाय मिल जाए तो बात ही कुछ और होती हैं क्यूँकी,,,,,,,,,1iFEOiu586zR49_w6OlFTEaG5aYfRruAf,01-02562-02.mp3
01-02562-03,./Audio/01-02562-03.mp3,ठंडी के मौसम और ज्यादातर एक अलग ही अंदाज होता हैं और कुछ नम्बर के बाद होते मैं देख के,,,,,,,,inaudible,1krYxo_Biz0irwPjIgJghezmLxNlh0RQ1,01-02562-03.mp3
01-02564-01,./Audio/01-02564-01.mp3,होटल जो मिस्त्री होते है पकोड़ी जो बनाते है उनकी जो गरमा गरम पकोड़ी खाने का मजा ही कुछ अलग है,,,,,,,,,15hz6eXWwS32x7GSETY2sxGTAas_Ddoys,01-02564-01.mp3
01-02564-02,./Audio/01-02564-02.mp3,चाय तो वैसे भी मई दिन मई तीन या छह बार पिकर लेता हूँ लेकिन पकोड़ी के साथ चाय का मजा,,,,,,,,,1QHMK5KH2-b07s_qs8x_zC8lm8EUT8e9Y,01-02564-02.mp3
01-02564-03,./Audio/01-02564-03.mp3,एक अलग ही स्वादिष्ट एक अलग ही आनंद है और मान हमेशा चाहता है की चाय पकोड़ी बरसात का मौसम हो या,,,,,,,,,1H5poOw9BaoBOmf_Pjjs_PuyoLebw7VSf,01-02564-03.mp3
01-02565-01,./Audio/01-02565-01.mp3,यहाँ ठंडा के मौसम हो मिलता रहे धन्यवाद मोबइलवाणी में मैं चक्रधर भगत,Bihari,Adult,Male,,Serious,,Bihar,inaudible,1Lmmm3pXdD54PZHp0kxSlyHHH7xefutn6,01-02565-01.mp3
01-02565-03,./Audio/01-02565-03.mp3,उन्नीस सौ संतावन में भी जो विद्यालय की प्रसंशा लोग फूलों नहीं समा रहे इस की स्थिती ऐसी बनी हुई हैं आठ सौ पचास छात्र छात्राये चार शिक्षक के भरोसे विद्यालय,Bihari,Adult,Male,,Serious,,Bihar,inaudible,15Hq0DIttonAFljrjYBtaCXUW4xgtqoNE,01-02565-03.mp3
01-02566-01,./Audio/01-02566-01.mp3,बता दे की आज पारु गौतम इसी विद्द्यालय ऐसी बेहतर देखरानी को हम प्रखंड विकास आरोप अधिकारी यहाँ तक की गिरीश विधायक जिला परीक्षक बने,Bihari,Adult,Male,,,,Bihar,,1Ba6zK_3mDevS138ULu2p1F4DZxzj4RkN,01-02566-01.mp3
01-02566-02,./Audio/01-02566-02.mp3,इतनी बिकास होने के बावजूद भी दीपाली की स्थिति गंभीर बना बना हुआ है आज बच्चे पंचायत,Bihari,Adult,Male,,,,Bihar,inaudible,1H_CDKYIyspmAPZCJ7nBMxDZ22hxfT4c2,01-02566-02.mp3
01-02566-03,./Audio/01-02566-03.mp3,किलोमीटर तय कर पढ़ाई करने जाते है इस विषय आरोप नही नहीं शिक्षा पदाधिकारी ने भान दिया नहीं जनप्रतिनिधियों,Bihari,Adult,Male,,,,Bihar,inaudible,10r1Wg1mm0HCq0_T9o_pCMdDFFQ_iEJ5e,01-02566-03.mp3
01-02567-01,./Audio/01-02567-01.mp3,जब की विद्यालय के शिक्षकों दोबारा कई बार इसी सिलसिला,Bihari,Adult,Male,,Serious,,Bihar,inaudible,1S1KNRxOt-LIfs32dW0Yisx4F-SC5rfXV,01-02567-01.mp3
01-02567-02,./Audio/01-02567-02.mp3,जिसे में सारी शिक्षक मंत्री के अनुसार प्रत्येक प्रत्येक चालीस विद्यार्थियों,Bihari,Adult,Male,,Serious,,Bihar,inaudible,10ah8yjav6S8mjIOH2KnwqeXXiqDmQBUc,01-02567-02.mp3
01-02567-03,./Audio/01-02567-03.mp3,के लिए एक शिक्षक आयोजित हैं इस प्रकार पचास ऐसे विद्यार्थी हैं जिसके अनुसार कम ऐसी कम शिक्षक शिक्षक की आवश्यकता हैं,Bihari,Adult,Male,,Serious,,Bihar,inaudible,1rhdN8bR5b4FuIvwzrpLvuGJMOmGVf8ut,01-02567-03.mp3
01-02568-01,./Audio/01-02568-01.mp3,की संख्या मात्र छह है,Bihari,,Male,,,,Bihar,"audio_jump,inaudible",130geSBSLxMuXV1Ep2xnYYqMAfeV7FCG9,01-02568-01.mp3
01-02568-02,./Audio/01-02568-02.mp3,धन्यवाद बोकारो झारखण्ड,,,,,,,,,1xVYLT_8GSa6bjGHnW_vL1EdMEn7ohCQ2,01-02568-02.mp3
01-02568-03,./Audio/01-02568-03.mp3,मधुबनी ऐसी रामाधिर देश में स्वास्थ को लेके विभिन्न को संकल्प करने के लिए देश में उन्नीस साओ नाव बे में,,,,,,,,,1bsJK2UK0-kk4iBmp3soJtknqDMvvx9b9,01-02568-03.mp3
01-02569-01,./Audio/01-02569-01.mp3,जिस में चार मिलियन डॉलर खर्च करने का प्रावधान था दो हजार बारह में इसे निर्मल भारत अभियान नाम लिया गया है इसलिए पंद्रह वर्षो में निर्धारित राशि का तक़रीबन अट्ठासी प्रतिशत सरकार खर्च कर चुकी है,Bihari,Adult,Male,,Serious,,Bihar,inaudible,1dcZL3AAC2ymvv0lOaolvwKj4ewV6zyTL,01-02569-01.mp3
01-02569-03,./Audio/01-02569-03.mp3,और इसी क्रम में पिछली साल दो अक्टूबर को शुरू हुए स्वच्छ भारत अभियान देश के कोने कोने में शौचालय की व्यवस्था करने का अलग गया हैं,Bihari,Adult,Male,,Serious,,Bihar,inaudible,1P7Mlri4i6XkG1hRVjKLrwTYfcXsIsU7q,01-02569-03.mp3
01-02570-01,./Audio/01-02570-01.mp3,मधुबनी' 'मोबाइल' के लिए कभी,,,,,,,,,1-jxWNY609oRT15FIj-8_4LnQKN6P0BMf,01-02570-01.mp3
01-02570-02,./Audio/01-02570-02.mp3,मधुवानी मोबाइल वाणी के लिएखजौली मधुबनी से रामाशीष सिंह बंगला सावन से काँवरियों को झेलनी होगी परेशानी काँवरियों की सुविधा के लिए नहीं हो पायी तैयारी,,,,,,,,,1zHqeWVig4JzvvlNcWexfbrI3mwfb4UB8,01-02570-02.mp3
01-02570-03,./Audio/01-02570-03.mp3,जैसे अभी लगभग पखवाड़े भर का समय है लेकिन उसके पहले बंगला सावन शुरू हो गया है,,,,,,,,inaudible,1YUxvxxCHB8na7z7ytzIuoXyBuLgvOaMt,01-02570-03.mp3
01-02572-02,./Audio/01-02572-02.mp3,सत्रह जुलाई ऐसी सावन मास शुरू हो किया जायेगा,,,,,,,,,12vEb1XkO6FLH2p7jJN_uvP1y3Wt8pVE-,01-02572-02.mp3
01-02572-03,./Audio/01-02572-03.mp3,पवन सहित सोमवारी के साथ रोली के साथ बाबा वैधनाथ करने के लिए काँवरियों का आर्ग आगमन शुरू हो गया है,,,,,,,,inaudible,1P0mfaKv5oCPnqQtfMQ9QgPmhciySdmFF,01-02572-03.mp3
01-02571-03,./Audio/01-02571-03.mp3,सिर झुकाव तो प्रखण्ड देवता हो जायेगा इतना मत चाहो उसे वो बेवफा हो जायेगा हम भी दरिया है हमें अपना हुनर मालूम है,Accent_unknown,Adult,Male,,,,,inaudible,1i1nNMXwL4cJ8OxG5l-KmXxwlWOpVP1KF,01-02571-03.mp3
01-02574-01,./Audio/01-02574-01.mp3,जिस तरह बिसरल प्रेमरी दस का हो जाएगा कितनी सफाई ऐसी कुछ नम्बर ज़िन्दगी ने का दिया तू नहीं मेवा तो कोई दूसरा हो जाएगा,Accent_unknown,Adult,Male,,,,,audio_jump,1z1YzHCTTvOgHqb1zL5TafzYHhmmFI7SZ,01-02574-01.mp3
01-02574-02,./Audio/01-02574-02.mp3,मैं खुदा का नाम लेकर पी रहा हूँ दोस्तों जोहर भी इसमें अगर होगा दवा हो जाएगा सब उसी के है हवा खुशबु जमीनों असमान,Accent_unknown,Adult,Male,,,,,audio_jump,1ax6XEvQLlR0AcPwunwfNOYrOc0K128pG,01-02574-02.mp3
01-02574-03,./Audio/01-02574-03.mp3,मैं जहाँ भी जाऊंगा उसको पता हो जाएगा सर झुकाओगे तो पत्थर देवता का हो जाएगा इतना मत चाहो उसे वो बेवफा हो जाएगा धन्यवाद,Accent_unknown,Adult,Male,,,,,,18GMD20Kr7ojnVinF2U9Pgh4ktQJLkNf2,01-02574-03.mp3
01-02573-01,./Audio/01-02573-01.mp3,मधुबनी मोबइलवाणी के लिए खजौली मधुबनी ऐसी राम शेर सिंह बिहार में नहीं होगी ग्राम सभा की बैठक,Bihari,Adult,Male,,Serious,,Bihar,inaudible,1wM5qowQy4Qip9xt8mXysDwQqjKrAgo70,01-02573-01.mp3
01-02573-02,./Audio/01-02573-02.mp3,पंचायत की वर्तमान कार्य की पाँचवाँ वर्ष प्रारंभ हैं जिले में स्थिती निराशा जनक हैं ग्राम सभा क्या हैं,Bihari,Adult,Male,,Serious,,Bihar,inaudible,1ireU_b0x7wCCBLNDjf4QwUXLB5zuBbat,01-02573-02.mp3
01-02573-03,./Audio/01-02573-03.mp3,ग्राम पंचायत,Bihari,Adult,Male,,Serious,,Bihar,inaudible,1n5ch7Cj9Ft4GNOhyPVj72zNqFzG7iRVP,01-02573-03.mp3
01-02576-01,./Audio/01-02576-01.mp3,ग्राम सभा की बैठक में अधिकार दिया है और कर्तव्य की के आधार पे तब भी नहीं करते है तो प्रेसिडेंट को अपने अधिकारों की करते है,,,,,,,,inaudible,1q2f-9UzJ4_ssD05KFmWltKOJ334qzTBW,01-02576-01.mp3
01-02576-02,./Audio/01-02576-02.mp3,हमारे गंतव्य में विधानसभा है लोकसभा विधानसभा राज्यसभा और ग्राम सभा इन चारो में विधानसभा ग्राम सभा मूल सभा है,,,,,,,,,1MqheFeN-yn-PEAyE0FP75V7Dqedr95BH,01-02576-02.mp3
01-02576-03,./Audio/01-02576-03.mp3,जो की तीनों सभा में जनता के सीधे या घुमाके परन्तु विधानसभा में तो सेम जनता करती है,,,,,,,,inaudible,1tdjqyQl36Qp6jpR7yEI7f-48qTJnwyqq,01-02576-03.mp3
01-02575-01,./Audio/01-02575-01.mp3,ग्राम सभा ग्राम सभा हमारे जनता के चारो सभा में सदस्यों के हिसाब ऐसी और तो और हमारे होती है,Bihari,,Male,,,,Bihar,"audio_jump,inaudible",1jqIhE2iqMfN0IQ8wWTSjYh65uJtpFXcr,01-02575-01.mp3
01-02575-02,./Audio/01-02575-02.mp3,वो शास्वत है यानि की हमेशा बनी रहती है इसकी कोई प्रतिमा नहीं रहती यह चिरकाल स्थिर है,Bihari,,Male,,,,Bihar,inaudible,1S5s8T1O3643-WF_zDIZxhDEE-zlnkf8I,01-02575-02.mp3
01-02575-03,./Audio/01-02575-03.mp3,अब तीन माह आरोप ग्राम सभा की बैठक बुलायी जानी है लेकिन बिहार की किसी पंचायत में ग्राम सभा की नियमित एवम बैठक नही होती है,Bihari,,Male,,,,Bihar,inaudible,1Z5pHFtInbhodwDsD55IKoAynFTf486FE,01-02575-03.mp3
01-02578-01,./Audio/01-02578-01.mp3,ग्राम सभा की बैठक की खानापूर्ति की जाती हैं निराशाजनक हैं बिहार की मुख्यमंत्री को इसमें अविलम्ब ध्यान देना चाहिए मधुबनी मोबाइल वाणी के लिए खजौली मधुबनी से रामाशीष सिंह धन्यवाद,Bihari,Adult,Male,,Serious,,Bihar,inaudible,101PWjb9AJOg8uDI1MxGBAbkr9jkFUNgU,01-02578-01.mp3
01-02577-01,./Audio/01-02577-01.mp3,कानून को सख्ती ऐसी लागू करने की मांग कर रही थी मौके आरोप उपस्थित प्रदेश के कुमार ने बताई,Accent_unknown,Adult,Male,,,,,inaudible,1dKff4303AcLQyvpJoiHSYDj94_6T2E2G,01-02577-01.mp3
01-02579-02,./Audio/01-02579-02.mp3,सुरेखा देवी माला देवी सरस्वती देवी चिंता देवी आदि ने भी अपने बातों को भी रखा इस दौरान सैकड़ों की संख्या में कार्य कार्यकर्ता सब उठे धन्यवाद चंद्रशेखर आजाद अलीगंज जमुई ऐसी,,,,,,,,,1grlB4GnzMvs5FXMp_3LqwcWQhRKPwHXB,01-02579-02.mp3
01-02580-01,./Audio/01-02580-01.mp3,मधुवनी मोबाइल वाणी के लिए खजौली मधोनी ऐसी आज दिनांक उन्नीस जुलाई दो हजार पंद्रह समय रावल मधुवानी जिले के खजौली,Bihari,Adult,Male,,,,Bihar,inaudible,1lpIaZaEM5i0rOzD9uyjxNJeWkoIpeyrE,01-02580-01.mp3
01-02580-02,./Audio/01-02580-02.mp3,मुख्यालय परिसर में प्रवेश देना शिकायत की बैठक हुई परिसर की अध्यक्षता महा सचिव श्री सुनी ने की,,Adult,Male,,,,,inaudible,1P7WMXGJssRYmV43XeJlZm3SPHwaijSQs,01-02580-02.mp3
01-02581-02,./Audio/01-02581-02.mp3,सेंटर का व्यवस्था को ताकि बच्चे बाहर न जाए और किसी घटना का शिकार न हो,,,,,,,,,1rElu8qAVrD8M-MqNFO2ygP0j5Ljo0ij-,01-02581-02.mp3
01-02581-03,./Audio/01-02581-03.mp3,पट्टा धारियों को भूमि पर कब्जा भी दिलाया जाए अजय सिंह ने कहा की विकास की दौड़,,,,,,,,,1El1AxkpeCE3jR0hPgevdtObbA_raJCal,01-02581-03.mp3
01-02582-01,./Audio/01-02582-01.mp3,सेवक की वेतन समान रूप ऐसी किया जाए नियमित भुगतान किया जाए,Bihari,Adult,Male,,Serious,,Bihar,inaudible,1wRmL4hvqhSKb3vUYrMcQkkqOTrobP9tK,01-02582-01.mp3
01-02583-01,./Audio/01-02583-01.mp3,कैलाश सत्मार्ग विद्द्यालय का उद्घाटन शुक्रवार को माथुर ने किया विद्द्यालय की मिथिलेश कुमार माथुर ने की समारोह की,Accent_unknown,Adult,Male,,,,,inaudible,1xg-1voq3KRhxYtsgbbxrOYNgYRe5qZY3,01-02583-01.mp3
01-02583-02,./Audio/01-02583-02.mp3,सम्बोधित करते हुए विधायक ने कहा की उपर घाट का एक भी बच्चा शिक्षा से वंचित नहीं रहेगा शिक्षा के मामले में ऊपर घाट में पूरी डुमरी विधानसभा में अव्वल बनाया जाएगा,Accent_unknown,Adult,Male,,,,,,1RT6YLdqnfwLv0tRClTij3j9V6MhGUNWu,01-02583-02.mp3
01-02583-03,./Audio/01-02583-03.mp3,कोई भी संचालन में कोई समस्या हो तो लोग मुझे बताए समस्या का समाधान किया जाएगा कुमार माथुर ने कहा है की डिग्री नहीं रहने ऐसी यहाँ के बच्चे पहले उच्च शिक्षा ऐसी वंचित रही जाते थे लेकिन अब यहाँ के बच्चे उच्च शिक्षा,Accent_unknown,Adult,Male,,,,,inaudible,1NlIiruzOJTBpPDc3ms0qdsV5iM8tMQyb,01-02583-03.mp3
01-02585-01,./Audio/01-02585-01.mp3,इस शिक्षा कर पाएंगे समारोह के बाद दोनों संस्थानों के लिए एक किया गया हैं,Bihari,Adult,Male,,Serious,,Bihar,inaudible,1Xp-UewIOWvrIikH177A9SDsA9YU-VS7O,01-02585-01.mp3
01-02585-03,./Audio/01-02585-03.mp3,विकास कपिल देव माथुर वीरेंद्र माथुर धन्यवाद में,Bihari,Adult,Male,,Serious,,Bihar,inaudible,1JQqo_3V_iVv9NeXPHFqO0cWDDEck2P1-,01-02585-03.mp3
01-02584-01,./Audio/01-02584-01.mp3,की प्रशिक्षण में पाल पता चलता हैं की की सभी,Bihari,Adult,Male,,Serious,,Bihar,inaudible,1rhTlyO57hH5GnkOGm8808_u0yr9pCM7a,01-02584-01.mp3
01-02584-02,./Audio/01-02584-02.mp3,की सभी लोग बी पी जी एल बनाये हुए हैं लेकिन उसका उपयोग करने के लिए जानकारी नहीं हैं इस का उपयोग हम लोग कहाँ करेंगे तो ऐसे किसी ने जो भी,Bihari,Adult,Male,,Serious,,Bihar,inaudible,1Bj-PI9LShAko80I-fVJM5uoL7vSU2K9s,01-02584-02.mp3
01-02584-03,./Audio/01-02584-03.mp3,का स्मार्ट कार्ड बनाते हैं उसे जानकारी देने की अभाव में वो सही ऐसी बी पी जी एल धारी परिवार को बता नहीं प्रकार रहे हैं इस के कारण तरीका स्मार्ट कार्ड बनाया हुआ,Bihari,Adult,Male,,Serious,,Bihar,,1s1-YlvDc3p2xA_BfYCbSsndk8eeXbIVe,01-02584-03.mp3
01-02586-01,./Audio/01-02586-01.mp3,रखा का रखा ही रही जाता है धन्यवाद,,,,,,,,,1ITY2JQAMfxUDvlq75bv8ETXrYF1EmJfS,01-02586-01.mp3
01-02586-02,./Audio/01-02586-02.mp3,नमस्कार स्रोता मित्रों कागजों में बन गया इंदिरा आवास मई जी M बोकारो मोबाइल मीडिया झारखण्ड मोबाइल वाणी,,,,,,,,inaudible,1NaHSmV_QEuIY0ZufC4ghwLqOyQxOTRLt,01-02586-02.mp3
01-02586-03,./Audio/01-02586-03.mp3,सरकार ने अधिकारियो कर्मचारियों सा पंचायत प्रतिनिधियों युवाओं की दादागिरी को देखते हुए कागजों में इंदिरा आवास बनाके हड़प ली सरकारी राशी ऐसा ही एक मामला प्रकाश में आया है,,,,,,,,,1OhhlliXk4vaNlp69o7-5vGOwcaGHa3Su,01-02586-03.mp3
