utt_id,audio_path,reference,Accent,Age,Gender,Background,Sentiment,District,State,Other,audio_drive_id,audio_filename
01-01415-01,./Audio/01-01415-01.mp3,और उसके ऊपर का उभर खबर हो गया हाँ,Bihari,Adult,Male,,Serious,,Bihar,,1gLmMiYmN8iuTdZM7eJFawGzsuZ55g7Hl,01-01415-01.mp3
01-01442-01,./Audio/01-01442-01.mp3,और बीमारी को जड़ से भगाए साफ़ सुथरा रहने से ही बीमारी नहीं होती है,Bihari,Adult,Female,,,,Bihar,,1SOs0MI_brK7IP7b_L5NT3AZwU9_gLUZl,01-01442-01.mp3
01-01460-03,./Audio/01-01460-03.mp3,बिहार मोबाइलवाणी के लिए मै रामकृष्ण सिंह मधुबनी ऐसी,Bihari,Adult,Male,,,,Bihar,,1sejcikonxeSWKQklRHODmeg3T0ysLxix,01-01460-03.mp3
01-01521-01,./Audio/01-01521-01.mp3,बिहार मोबाइल वाणी ऐसी बोल रहा हूँ मै मेरे बच्चों के लिए पैसों की इंतेजाम में,Bihari,Adult,Female,,,,Bihar,,1W0zRWGaCMj0dQvolHalj6WDcYt5mZGo8,01-01521-01.mp3
01-01531-03,./Audio/01-01531-03.mp3,असमता को स्वीकार कर लिया लेकिन उन्होंने इसलिए लागू नहीं किया देश के करोड़ो बचे एवं बच्चियों को लाभ अब तक नहीं मिल पाया है,,,,,,,,,1iJBqS4TegLLLAtShWJp8B6M9mxpgEN-E,01-01531-03.mp3
01-01532-03,./Audio/01-01532-03.mp3,विकलांग व्यक्ति के लिए खुश खबरी राज्य के प्रधान सचिब शिक्षा विभाग आर के महाजन ने प्रेस विग्यप्ति जारी कर कहा है की राज्य के प्रारंभिक विद्द्यालयो में शिक्षको के नियोजन हेतु अंतिम चयन,,,,,,,,,1VyWOdwHyP2zgiUeDLNB6LVtiO7Dv2uih,01-01532-03.mp3
01-01544-01,./Audio/01-01544-01.mp3,बची हुई हैं और इन अवधी के अनुसार जीतने भी हमारे बी पी जी एल परिवार के लोग हैं जिनकी बी पी जी एल संख्या तो उसका सरकार के द्वारा,Bihari,Adult,Male,,,,Bihar,inaudible,1Ibsuh9-87kZacki821o8BnMe3W78Qrcv,01-01544-01.mp3
01-01546-01,./Audio/01-01546-01.mp3,इन कठिनाइयों के कारण काफ़ी समस्याओं को हमारी जनता को कभी होना पढता है और इन समस्याओं को समाधान करने के लिए,Bihari,Adult,Male,,Serious,,Bihar,,1wnTx8lfnhctUqjKzH3w0rs6gNb2oTZ7N,01-01546-01.mp3
01-01546-03,./Audio/01-01546-03.mp3,मौलधवानी ऐसी धन्यवाद,Bihari,Adult,Male,,Serious,,Bihar,,19QEtKVsNkSI7TB_kTZM2XuBdCUcqVha8,01-01546-03.mp3
01-01553-01,./Audio/01-01553-01.mp3,और अपने नजरिये को देख कर ये हर टीम को विचलित करना चाहते है की हमारे गाँव में भी ऐसी टीम है जो की आगे चल के कोई न कोई एक खिलाडी जो की हमारे अंतर्राष्ट्रीय देश में भी वे खेल सकते उनको अगर यदि किसी तरह की सपोर्ट मिले तो लेकिन गाँव घर के बच्चे अधिकतर खेती गृहस्थी से किसान के खेती जोतते है परिवार से जो की आगे चलकर आगे बढ़ नही पाते है,Accent_unknown,Adult,Male,,,,,inaudible,15ynNpmuq2p6m8vKf0l_yP1zPM2jqpbc5,01-01553-01.mp3
01-01555-01,./Audio/01-01555-01.mp3,उनकी आन्तरिक क्रियाओ को विश्लेषित कर खेल कर कूद कर उनकी प्रतिभाओं को,,,,,,,,,1slVeUN3srEhZwGKa8fa0yEXYj2MQLe8K,01-01555-01.mp3
01-01555-02,./Audio/01-01555-02.mp3,#incomplete को स्वीकृत कर एक दृढ अपना एक टीम बनना चाहते है,,,,,,,,,1LeKCplD3irQNqIRhaVyq_QgR0po-fWxA,01-01555-02.mp3
01-01559-01,./Audio/01-01559-01.mp3,कह सकता हूँ कि वह बच्चा बहुत माध्यम वर्ग का बच्चा हैं लेकिन वह उस बचे को बच्चा लिया लेकिन मै हमेशा देखा करता हूँ,,,,,,,,,1t7uuaqcV1bYnlzMf9bSidpkeWm4SWTRs,01-01559-01.mp3
01-01564-02,./Audio/01-01564-02.mp3,टीएन ब्रह्मर्षि शांति क्लब की और से बिहार मोबाइल वाणी के लिए बिहार मोबाइल वाणी को ग्राम वाणी को भ्रूण हत्या पर प्रतिबन्ध के लिए मुहीम चलाने के लिए आवश्यकता है,Bihari,Adult,Male,,Serious,,Bihar,inaudible,10xnAy3X4wxFH9s1W4KvDKFjVWt78J18R,01-01564-02.mp3
01-01575-01,./Audio/01-01575-01.mp3,उसका भाई उसे बहुत पीटता है कभी दिन ऐसा आता है क्यूँकी पापा मम्मी मारते है बची बहुत डरी और सहमी रहती है वो घर में काम करने के बाद भी छोटी से छोटी बात पे उसे,Accent_unknown,Adult,Female,,,,,,1fmSIZJy5QMJ80qNRvELq-vGJGAdx89Rw,01-01575-01.mp3
01-01591-03,./Audio/01-01591-03.mp3,कर्मचारी जो को लेकर जन आक्रोश बढ़क गया था जिसमें आक्रोशित लोगों ने हंगामा शुरू करते हुए,Bihari,Adult,Male,,,,Bihar,inaudible,1Q_crQFv1ErVR2SEf46P_l3-1Q6RBmEqI,01-01591-03.mp3
01-01596-03,./Audio/01-01596-03.mp3,एक बूढ़े व्यक्ति को दो युवक के द्वारा मारपीट जा रही और वो युवक कुछ नम्बर का भतीजा था लेकिन हमारे युवा,,,,,,,,inaudible,1xJBAhIRvuDtcWTc_zuEkFMbAzf7FFHoF,01-01596-03.mp3
01-01610-03,./Audio/01-01610-03.mp3,जो की आज मैंने हमारे शहर के जमुई झाझा प्रखण्ड के उलाई नदी में मैंने सफाई अभियान को देखा यहाँ पे मुझे यह पता चला की झाझा प्रखण्ड के छठ पूजा समिति और आज,,,,,,,,,1agZe62tjFVV7X6I6-_8QYYcYBaN0XCLa,01-01610-03.mp3
01-01617-03,./Audio/01-01617-03.mp3,सखी सहेली दूर है सब मस्ती में चूर है,,,,,,,,,1YpwKJzv_6PaYj8gbrPCIawJ3pYQ51npu,01-01617-03.mp3
01-01623-02,./Audio/01-01623-02.mp3,आदमी के रूप में उसकी कामना की गयी जर्मनी के दार्शनिक कवि लेटे ने बताया है अपनी धन और अच्छी नारी स्वर्ण और मुक्ता के समान है नारी की विडम्बना है कि,,,,,,,,,1k3UH0JwEIrFekmZFgRKe6JbpgGHGXxdF,01-01623-02.mp3
01-01636-01,./Audio/01-01636-01.mp3,मिथान्पुरा और जिला की गिरिडीह ब्लॉक में महिला समूह गठन में क्या क्या दिक्कतें आती है तो कुछ खास अनुवाद महिला समूह गठन में,,,,,,,,,1xtk9HKRFWrlyeJtRVVZJ1j4VFJAfle9Z,01-01636-01.mp3
01-01639-02,./Audio/01-01639-02.mp3,हाँ तो आपने स्वच्छ स्वयंसेवी संस्था,Bihari,Adult,Male,,,,Bihar,inaudible,14-BfIY0D-kM36FSObvghpU6mb_yksyH_,01-01639-02.mp3
01-01641-02,./Audio/01-01641-02.mp3,मना करती थी बेटी मत जाओ ऐसे सुनसान जगहों पर जो काफी दूर है लेकिन उसकी,,,,,,,,,1C6JtsK8cIR6v7YLjVxFNFafoV2fjKSef,01-01641-02.mp3
01-01648-01,./Audio/01-01648-01.mp3,हिस्सा थान उहध की बस्ती उसके साथ क्या ऐसा क्रिया होता है,,,,,,,,,1NdgVnkkzqaGfvS8Ffw_6020foYoZ0r32,01-01648-01.mp3
01-01658-03,./Audio/01-01658-03.mp3,बिहार मोबाइलवाणी के लाई शांति क्लब मधुबनी खेल रामाशीष सिंह इक्कीसवीं सदी का भारत क्यूंकि तो विकास और बहुमत के बीच में शिखर छु रहा है परन्तु विकास और बदलाव के इस दौर में,,,,,,,,,1eevxYSwPQrlpM8oT1KwJfpCYzEbTZGOG,01-01658-03.mp3
01-01665-01,./Audio/01-01665-01.mp3,हेलो नमस्कार जवाहर मई बल योगदान मई यह कहना चाहता हूँ की सरकारी आंकड़ो के अनुसार,,,,,,,,,1PKTamKpdR0f_HlTsxpcwL1TlpiyP6sSx,01-01665-01.mp3
01-01666-02,./Audio/01-01666-02.mp3,हमारे सामने बैठे हुए है मै उनसे बात करना चाहता हूँ आपका क्या नाम हुआ मैं राजेश जी बोल रहा हूँ हनुमाननगर आप कितने दिन से बिहार मोबाइल वाणी सुन रहे है,Bihari,Adult,Male,,Serious,,Bihar,,1AdIN6xLAa7jR12J7TEo8RJC94NPnGybv,01-01666-02.mp3
01-01681-01,./Audio/01-01681-01.mp3,जिसके गल नहीं पाने के कारण पौधे उग नहीं पा रहे है शहर में बागवानी के लिए भी मिटटी भी नहीं मिल पा रहे है वहीं ग्रामीण क्षेत्र में भी खेतो में पहुँचे प्लास्टिक व पॉलीथिन खेतो को चौपट कर रही है,,,,,,,,,1Yy7bsxSJxehhxFiQtJCSb_BjevaZgi-2,01-01681-01.mp3
01-01699-03,./Audio/01-01699-03.mp3,इस तरह का नियत रखता हो तो साझा ऐसी वो सतर्क हो जाए और उसके मन में दर्ज की भावना जगत इसलिए बल विवाह शोषण सन को रोकने का यहीं तरीका है,,,,,,,,,1SnJccWNy2NnId9G_8DClFgrNi6ov4dLO,01-01699-03.mp3
01-01718-02,./Audio/01-01718-02.mp3,पोटका प्रधान के अंतर्गत पुलिया पंचायत के गाँव रेलवे फाटक ऐसी राखा माईन्स रेलवे के सांसद सड़क का निर्मिकरण किया जा रहा है,Bihari,Adult,Male,,Serious,,Bihar,inaudible,14Hp59OvTcABGSlo5m2ysQeTnGrVDuRFN,01-01718-02.mp3
01-01718-03,./Audio/01-01718-03.mp3,नारेजा योजना के तहत इस सड़क का निर्मिकरण कार्य किया जा रहा है बरसात की शुरुआत में ही सड़क का पोटका,Bihari,Adult,Male,,Serious,,Bihar,"audio_jump,inaudible",1rUMDNWYvxkC45X5WQUyj7t9t74G_pwg6,01-01718-03.mp3
01-01736-01,./Audio/01-01736-01.mp3,क्या ऐसे में हम कह सकेगे कि ये सुशासन की सरकार हैं मैं टीएन ब्रह्मर्षि शांति क्लब मधुबनी की ओर से बिहार मोबाइल वाणी के लिए मधुबनी से धन्यवाद,Accent_unknown,,Female,,Serious,,,inaudible,1oMiDaNfo92WntZVzzpeD2GLGstannudv,01-01736-01.mp3
01-01736-03,./Audio/01-01736-03.mp3,दो साल पहले डेढ़ सौ लाल कार्ड धारी राशन दिया जाता था वो कार्ड कट गयी हैं,,,,,,,,,18WGqVXgoJFzS9yB1MHkWND70-7im0Guw,01-01736-03.mp3
01-01756-02,./Audio/01-01756-02.mp3,जैसा की आज शनिवार का दिन था रविवार का दिन था और हमारे जो मौहल्ले' की जो साफ़ सफाई की व्यवस्था थी रविवार को जो भी अपनी रोड या सड़के होती है 'लड़के' साफ़ सफाई करते है और हमलोग रविवार रविवार को ही सारी 'लड़कियों की छुट्टी रहता है और हमलोग पूरा गैंग के साथ सफाई करेंगे सब लोगो ने अपना अपना खूब योग दन दिया इसी तरह साफ़ सफाई करने ऐसी जो हमारी पहली जो स्थिति बहुत खराब थी इस गाँव,,,,,,,,,14iKuwZUgAF8W2diq-6T5ynJ_n8qfG4UG,01-01756-02.mp3
01-01767-03,./Audio/01-01767-03.mp3,खुशी में मजबूर मत हो जाना ये रिश्ता ता दिल ऐसी बनता है,Bihari,Adult,Male,,,,Bihar,"audio_jump,inaudible",1NoX1GRInEhsIhwiPYrbF0tnfWiw5_7el,01-01767-03.mp3
01-01766-03,./Audio/01-01766-03.mp3,क्या अच्छा होता की अपने यहाँ भी बैज्ञानिक तरीको से मछली पालन किया जाता है तो कोई कारण नही था की हमारा सूबा मछली पालन में आत्मनिर्भर नहीं हो पाता,,,,,,,,,1-OYhskvYWxEuV5QfOFdAo8FkarVv8YxL,01-01766-03.mp3
01-01770-02,./Audio/01-01770-02.mp3,करना चाहिए यह प्रक्रिया पूरी जीवन साथ चलने वाली है टीबी हमारे स्कूल कॉलेज अस्पताल गाँव शहर स्वच्छता रहेंगे टीबी हमारा देश स्वच्छ देशों में गिना जायेगा बिहार मोबाइल वाणी ऐसी क्रांति क्लब मधुबनी ऐसी क्रांति कुमार धन्यवाद,,,,,,,,,19QdQcepdIzJk6jeMlVchqjQ8eRy-5_hr,01-01770-02.mp3
01-01785-02,./Audio/01-01785-02.mp3,बढ़िया अच्छा चैनल था गली गली सिम सिम जो कुछ दिन के लिए बंद हो गयी थी आखिर हम लोग के झारखण्ड मोबाइल वाणी मैं स्टार्ट हो गया हैं वो चैनल गली गली सिम सिम बच्चों लोगो को बहुत पसंद आ रही था,,,,,,,,,10bEbNihx5cmFrmt-eh_DM-yi0CD-AVIb,01-01785-02.mp3
01-01798-02,./Audio/01-01798-02.mp3,जानकारी लेना चाहिए का हैं धन्यवाद,Bihari,Adult,Female,,,,Bihar,inaudible,1Ssyhrd7M_WEmynoAQzf9UI1JEOMvX_uq,01-01798-02.mp3
01-01804-02,./Audio/01-01804-02.mp3,धन्यवाद में हिमांशु कुमार झारखण्ड ऐसी बोल रहा हूँ जादूगोड़ा यूरेनियम खदान होने के पहले जादूगोड़ा,,Adult,Male,,,,Jharkhand,inaudible,1eXccs1PoihDEg-_4QANiJFbRDq7zkA7o,01-01804-02.mp3
01-01818-03,./Audio/01-01818-03.mp3,सिनेमा हाल्ट तक सीधी तरह जाते है लेकिन जत्रा के पहले लगता था इतना आनंद नहीं उठा था बुजुर्गो ऐसी हमने सुना है की जत्रा में,Bihari,Adult,Female,,Serious,,Bihar,audio_jump,1oaAvbryZqHquxI6IaLL-ZC3w1cVyT2w5,01-01818-03.mp3
01-01826-02,./Audio/01-01826-02.mp3,और आश्चर्यजनक बात यह है की आज तक पाँच माह भी के अभी जलापूर्ति नहीं की गयी है ग्रामीणों ने झारखण्ड मोबाइल वाणी को बताया,Bihari,,Male,,Serious,,Bihar,,1IURxeYLrlQNcVOeMcOSz4xiM7ZoeAH3X,01-01826-02.mp3
01-01831-01,./Audio/01-01831-01.mp3,बल श्रमिको की बढ़ने की एक और बड़ी वजह शिक्षा है,,,,,,,,audio_jump,1sK2NHALCe4RF2FNTynVxo0RcEuCli6mS,01-01831-01.mp3
01-01834-03,./Audio/01-01834-03.mp3,सुख ओ सब के,,,,,,,,inaudible,1ByFHqwNVL90Hdff6Qi_ZLSoL0BSht9ax,01-01834-03.mp3
01-01835-01,./Audio/01-01835-01.mp3,शशि लो माँ जाए हरी ओम,,Age_unknown,Female,Music,,,,inaudible,1cdloGMoyHkYWhX6h160gVrrfU0y-q_vg,01-01835-01.mp3
01-01843-01,./Audio/01-01843-01.mp3,इस तरह की समस्या को अघोषित लेकिन इसके बावजूद भी वहाँ काफी,Accent_unknown,Adult,Gender_unknown,,,,,inaudible,1zSjGvyqxjmzk1iZ2uI80u0GcIy6xv_P9,01-01843-01.mp3
01-01843-02,./Audio/01-01843-02.mp3,जहाँ जहाँ आरोप बैठे धन्यवाद,Accent_unknown,Adult,Gender_unknown,,,,,inaudible,1x0PLNst5Y7FCLNLnvEw1QSyyyLzg4PRG,01-01843-02.mp3
01-01856-01,./Audio/01-01856-01.mp3,और पाती की मार की शिक्षा भी उन आरोप काफ़ी रूप ऐसी आरोप लगाया हमारे महिला समिति की,Bihari,Adult,Male,,,,Bihar,inaudible,109DWN2mNyGAEexfTLfnJ5ia6v_3FwnqP,01-01856-01.mp3
01-01864-01,./Audio/01-01864-01.mp3,मालूम हो की वर्षों पहले स्वास्थ केंद्र की सुविधा लोगो को मिलती थी लेकिन आजा न तो भवन सिख है न ही दवा,,,,,,,,,1BCscBb9dcbRp_SJQtqzDCx5uo7blROtO,01-01864-01.mp3
01-01871-01,./Audio/01-01871-01.mp3,उसमे जब देखा गया आज हमारे निर्दलीय पार्टी ऐसी खड़े सभी प्रचार की रैली निकाली व है जबकि रोड इतनी जम हो चुकी है,,,,,,,,,150FcEkWRHljwMfHL_fXp3A8-6STDiWHU,01-01871-01.mp3
01-01912-02,./Audio/01-01912-02.mp3,सूरज का हर द्वार आरोप हर उदास आंगन का हक हो बाहर आरोप पायेगा फिर कोई,,,,,,,,inaudible,154YtAQE8IcHL8vX9BE_w4Mxr5tekxDvb,01-01912-02.mp3
01-01918-01,./Audio/01-01918-01.mp3,लगभग नौ व्यवस्था की कोई उम्मीद नहीं है आज हमारे यहाँ सबसे टी,,,,,,,,inaudible,113yvbGQOHM3_A_cnWrP4EQOGvaNAqjo-,01-01918-01.mp3
01-01932-01,./Audio/01-01932-01.mp3,होते कुपोषण के शिकार बीमारि से हो जाते छुटकारा दवा,Bihari,,Male,,,,Bihar,,1RhMeFC5iDlhmACs2EFCucD8tPJsadRDy,01-01932-01.mp3
01-01939-02,./Audio/01-01939-02.mp3,नहीं चढ़ता भूमि के ऊपर फिर कैसे होगी धन बाजरे की खेती कृषि पर पड़ा इसका सीधा असर,,,,,,,,,1T6RZAooHqaU8flrGSOH_TVxT1Kfvi3P-,01-01939-02.mp3
01-01944-02,./Audio/01-01944-02.mp3,मैं मोहम्मद मुज़फ्फर को ऑर्डिनेटर मोबाइल वाणी मोबाइल वाणी का हमारे क्षेत्र मैं क्या असार हुआ या क्या प्रभाव हुआ या हमारे हमले जिले मैं क्या काम किए हैं जिस ऐसी समाज आरोप प्रभाव पड़ा,,,,,,,,inaudible,1hqrnww5_3aXBO-_QRAP_LJyV__1kgK9M,01-01944-02.mp3
01-01967-03,./Audio/01-01967-03.mp3,तो वातावरण को जिसके कारण उसके करीब में भी स्थापन हो रही है जो इंसान खुली जगहों में रह कर जंगलों के,Accent_unknown,Adult,Male,,,,,"audio_break,inaudible,speaker_change",1NyUzjK0K9IUwgR6Ne-2iATQGowVLzcHr,01-01967-03.mp3
01-01972-01,./Audio/01-01972-01.mp3,इसमें क्या मजबूर खनन के कारण हुई धनबाद की धरती खनन के कारण धरती हुई खोखली घर धस गए है दर्ज के लोग बंद गए है पगला और पगली,,Adult,Male,,,Dhanbad,Jharkhand,,1ZgDd2ESiY_zkiINesynVIuk0OcdxKUB_,01-01972-01.mp3
01-01976-02,./Audio/01-01976-02.mp3,ध धन्यवाद डीएम रंगीला को ओर्दिनाटर बोकारो श्रोता संग झारखण्ड मोबाइल वाणी,,Adult,Male,,,Bokaro,Jharkhand,,1MdYGuVFQGY0ZxP_QpV95PP92BfhvqrL9,01-01976-02.mp3
01-01993-03,./Audio/01-01993-03.mp3,की बचपन की घटनाओं ऐसी हमें ये सिख मिलती है की जिस तरह ऐसी,,,,,,,,,1JsLvSQAc1kz1z6mkpbWbEfckEKbBNt5_,01-01993-03.mp3
01-01994-03,./Audio/01-01994-03.mp3,किसी जाती धर्म का होता है नहीं वहाँ भेदभाव का नहीं काले गोरे का भेद किया जाता है वहाँ पे एक ऐसा मंदिर है जो सबके लिए बराबर है,Accent_unknown,,Male,,Serious,,,inaudible,16i5jHT7FCxbw0Fptkywz5iN_77PNXNCM,01-01994-03.mp3
01-02001-03,./Audio/01-02001-03.mp3,लोग वाहन से बारात जाना एवं डीजे गाजे बाजे के भी स्वरुप बदल गए है पहले लोग देहाती जैसे,,,,,,,,,1oK7qGe2Y-WfS9tjhPmBjacxI9-IhYBwg,01-02001-03.mp3
01-02005-01,./Audio/01-02005-01.mp3,सरकार किसानों को खुश करने के लिए तीन सौ रुपये प्रति क्विंटल सब्सिडी प्रदान की लेकिन जब किसान का धान ही नहीं खरीदी जाएगी तो सब्सिडी कैसे मिलेगा,Accent_unknown,Adult,Male,,,,,,1oSKwZCKcuhIvGvKqWwwDJXnW4Nk83VLI,01-02005-01.mp3
01-02030-02,./Audio/01-02030-02.mp3,हेलो नमस्कार मैं विभाग व्यंगी श्रोतासंघ धनबाद ऐसी मैं बीरबल महतो मैं मैं ये कहना चाहता हूँ के हमारे धरती के प्राथमिकता विद्द्यालय छतरूटांड़ में,,,,No_speaking,,,,,1WNHl4jELAX9AedHGl8Dkv9-PIjr3iNvo,01-02030-02.mp3
01-02039-01,./Audio/01-02039-01.mp3,अछ मेगादुराई जनरितवत स्थान धनबाद धन्यवाद,,,,,,,,,1r8NDb12ro9PsCl13trTFg7tnaFwrMWi2,01-02039-01.mp3
01-02058-01,./Audio/01-02058-01.mp3,वातावरण एकदम पूरी तरह ऐसी तालाब में पानी है वो एकदम हरा हो गया है और आस पास घर दुआर एकदम काली,Accent_unknown,Adult,Male,,,,,,1gI5G57S07KZlxlpv3OqM_2ryKMDaL2LM,01-02058-01.mp3
01-02067-03,./Audio/01-02067-03.mp3,हेलो मेरा नाम में रामगढ जिला ऐसी बोल रहा हूँ,Accent_unknown,Adult,Male,,Serious,,,inaudible,1Qq1X8oOp2fAU82ADmb695C7hfqlzbYQa,01-02067-03.mp3
01-02077-01,./Audio/01-02077-01.mp3,यही सरस्वती विद्या बुद्धिमान ज्ञान विवेक अब्यस्त शास्त्र ऐसी जुड़ी है इनसे हम विवेक ज्ञान बुद्धिमान ज्ञान साधना में,,,,,,,,,1-Qd0LFJbm-Ul1l20CPsA2hjZy20WX-fa,01-02077-01.mp3
01-02086-03,./Audio/01-02086-03.mp3,जितना भी में लिखना चाहूं अँधेरी रात में जल गयी शमा आंगन में बच्चों की चिल्चिल्कारी सुनकर मिलती मन को चैन,Bihari,Adult,Male,,,,Bihar,,1h_KykEl_JjANRN7LN-NtTZBG79dpFWDj,01-02086-03.mp3
01-02117-03,./Audio/01-02117-03.mp3,मनोरंजन का साधन न बनाये इसके द्वारा उन समस्याओं का समाधान भी आवश्यक है जो झारखण्ड वासी को भुगतना पढ़ रहा है,Accent_unknown,Adult,Male,,Serious,,,,1zPzs9tGKUKXknLUW0hVdObe45xhpIw4J,01-02117-03.mp3
01-02133-01,./Audio/01-02133-01.mp3,जिसका प्रभावी विद्यार्थियों ओन के चेहरे ऐसी साफ़ वही के द्वारा नकल करवाने की ही प्रयास थामने का नाम नहीं ले रही हैं,Bihari,Adult,Male,,,,Bihar,"audio_jump,inaudible",1Q1NBQQvW1-zKPz4I4xvGVAZUhlFgUPnA,01-02133-01.mp3
01-02131-03,./Audio/01-02131-03.mp3,पहले विकर के मारे जागरूक होने,,,,,,,,,14OcvE8S8vGypst53AHEKH9ClmcwXKy5Z,01-02131-03.mp3
01-02138-02,./Audio/01-02138-02.mp3,तुम्हारा क्या नाम हैं मेय्नु के अनुसार वही हैं और सबसे आगे,Bihari,Adult,Male,,,,Bihar,inaudible,12n-zTiR_6uayYOtTnPqTM2iu_sfXhXrD,01-02138-02.mp3
01-02137-03,./Audio/01-02137-03.mp3,स्थित हैं और जहाँ पर एमडीएम के बारे में मैं एक क्या नाम है आपका टोला सेवक,Bihari,Adult,Male,No_speaking,,,Bihar,,1uOfaF2Ljh8v9xaAOKaqL9_hDligDm4_5,01-02137-03.mp3
01-02146-01,./Audio/01-02146-01.mp3,यानि पाँच सौ उनतालीस में पचास खुद रसोइया कह रही हैं तब पचास साठ विद्यार्थी होंगे,Bihari,Adult,Male,,,,Bihar,inaudible,1YdX6hKDBIW7asnpsuYWi51_T9mjLhP3q,01-02146-01.mp3
01-02157-03,./Audio/01-02157-03.mp3,मार्गदर्शन और दिशा निर्देश दे तो उनके भीतर छुपी हुई प्रतिभाए सामने आती है विद्द्यालय में बच्चों को अच्छा वा,,,,,,,,,1OIbzFoBJ8VlmA9oMYtAvVZePysndehQV,01-02157-03.mp3
01-02171-01,./Audio/01-02171-01.mp3,बराबर हैं और वो बराबरी पहले ऐसी सुर,Bihari,Adult,Female,,,,Bihar,inaudible,1qirEegjf8AKOOs00xC0tXllfcOj8j1NH,01-02171-01.mp3
01-02181-02,./Audio/01-02181-02.mp3,नेशन की परिकल्पना को साकार करने की लाई राज्य सरकार द्वारा संतान जाननी बाल सुरक्षा योजना सफल नही हो पा रही है इस योजना के प्रारंभ होने के बाद के प्रखंड प्रखंड की सरकारी अस्पतालों में संस्था के प्रसव के लिए,Accent_unknown,Adult,Male,,,,,,1knY8Z8Va0fyXC4nmk-Cy5p6uOjF3divy,01-02181-02.mp3
01-02195-03,./Audio/01-02195-03.mp3,अपने प्रदेश की विकाश के लिए कुछ एसे प्रयास करे जिससे की प्रदेश का चूर मुखी विकाश हो सके और मई विकाश,,,,,,,,,1OCzSfGbjuMXp1aP1xYXSxj60pJKltU1w,01-02195-03.mp3
01-02203-03,./Audio/01-02203-03.mp3,मंगल वार को प्रखंड कार्यालय वा विडियो का घेराव किया और फिर चढ़ने की मांग करने लगे प्रखंड लाए जो बटा रहे,,,,,,,,,1x2JQ3oH0qGxiMfbwz6LE1-57hf0rYF2x,01-02203-03.mp3
01-02210-02,./Audio/01-02210-02.mp3,वी कवि नहीं होती और नेताओं के जुल्म करने वाले नेताओं को कभी जेल नहीं होती हम हम ऐसे कहीं,,,,,,,,inaudible,10DSCiJjlklRNZDNv10ADjvzEy2jg01Tl,01-02210-02.mp3
01-02212-03,./Audio/01-02212-03.mp3,फुसुल खर्च में दुआएँ देती हैं यही सरकार हमे इस महिलाओं को आजीविका ऐसी जोड़े और शोषण किधर का काम कराएं ज़रूर,Accent_unknown,Adult,Male,,Serious,,,,1ZDMBWgf4epnjHFGr9dMg2b6x8aduwmIt,01-02212-03.mp3
01-02215-01,./Audio/01-02215-01.mp3,जिससे महिलायें' को बराबर 'मिलेंगे,Bihari,Adult,Male,,,,Bihar,inaudible,1YesftW2bOWWsYxL6YVFT2OeXt4co4bVR,01-02215-01.mp3
01-02220-03,./Audio/01-02220-03.mp3,मोबइलवाणी ऐसी कलम मधुबनी की प्रश्न करने जा रहा हूँ की अभी गर्मी का घटना,Bihari,Adult,Male,,Serious,,Bihar,inaudible,1Kuv0f7HCP_6E7_cf-kMFH_CzrY5JS-e4,01-02220-03.mp3
01-02222-02,./Audio/01-02222-02.mp3,अधिक तर लोगो का मकान फूस का मकान रहा ता हैं भोजन बनाने एवम काम करने मई धोका ऐसी भी कहीं न कहीं आग की घटनाये घाट जाती हैं,Accent_unknown,Age_unknown,Male,,,,,,1aubjU0vribTOGJmA6NHn2bES0rsQs8Xx,01-02222-02.mp3
01-02255-03,./Audio/01-02255-03.mp3,वहाँ बहोत अच्छी दवाई मिलती है डॉक्टर भी सरकारी डॉक्टर अच्छे आके बैठते है अवाम इलाज किया जाता है,Accent_unknown,Adult,Male,,,Dhanbad,Jharkhand,,1HZV1uh1G8jHCL77Y0s4_8PoA3N6YZfhH,01-02255-03.mp3
01-02258-03,./Audio/01-02258-03.mp3,विद्यालय संचालन समिति के परमेश्वर महतो सहित विद्यालय के कई शिक्षक शिक्षिकाओं के अलावा कई ग्रामीण उपस्थित थे,,Adult,Male,,,,Jharkhand,,1asDhx5qFeUO-GtRgvqTzhw7503YJSw8Z,01-02258-03.mp3
01-02265-01,./Audio/01-02265-01.mp3,सरकारी अस्पताल में अच्छे डॉक्टर की देख प्रसव होता है,,,,,,,,,14lAO9SkfBB7LNlz9wcz6ulfdxhGxwKxk,01-02265-01.mp3
01-02276-02,./Audio/01-02276-02.mp3,केंद्र में जाकर अपना अपना नाम लिखवा ले और वहाँ पे पे जाकर के आदेशो के अनुसार समय समय आरोप परीक्षा करवाती रहे,Bihari,,Male,,,,Bihar,audio_jump,1MjTQ3-ALAdhBJJNMFbz2fr_v9GWqKDz7,01-02276-02.mp3
01-02287-03,./Audio/01-02287-03.mp3,प्राकृतिक आपदा के कारण यहाँ भारी संख्या में जान -माल का नुकसान हुआ है वही लोग दहशत के साये में जी रहे वैसे सोमवार को कहीं से भी भूकम्प की खबर नहीं आई है,,,,,,,,,1-OtFyjbP9QR6i5a9D0nDWryGrLCTQsdR,01-02287-03.mp3
