utt_id,audio_path,reference,Accent,Age,Gender,Background,Sentiment,District,State,Other,audio_drive_id,audio_filename,location_source,normalized_district,normalized_state,content_type,topic_status,topics,failure_mode,entities,affected_population,translated_text
13-00381-06,./Audio/13-00381-06.mp3,जिंदगी का गुजरा अच्छे ऐसी कर सके धन्यवाद में अरविन्द सिंह,Bihari,Adult,Male,,Serious,Dhalai,Bihar,,1atmrTGCcRveCR4Fi_5OTU4r2Bw2Hj16c,13-00381-06.mp3,metadata,Dhalai,Bihar,platform_broadcast_bumper,not_applicable,[],[],[],[],Community caller report regarding local condition: 'जिंदगी का गुजरा अच्छे ऐसी कर सके धन्यवाद में अरविन्द सिंह'
13-00414-02,./Audio/13-00414-02.mp3,नमस्कार साथियों में बीरबल महतो धनबाद ऐसी में एक प्राइवेट स्कूल का शिक्षक हूँ में कल कारखाने ऐसी निकालने वाले धुआं के,,Adult,Male,,,Dhanbad,Jharkhand,audio_jump,1m0chbApZjd9dgUoUI2hk67NfXty29xft,13-00414-02.mp3,metadata,Dhanbad,Jharkhand,citizen_grievance,substantive,"[{'domain': 'Education & Learning', 'theme': 'School Staffing & Basic Infrastructure', 'issue': 'Teacher Shortage & Teacher Absenteeism', 'confidence': 0.87}]",['absenteeism'],[],[],Community caller report regarding local condition: 'नमस्कार साथियों में बीरबल महतो धनबाद ऐसी में एक प्राइवेट स्कूल का शिक्षक हूँ में कल कारखाने ऐसी निकालने वाले धुआं के'
13-00587-03,./Audio/13-00587-03.mp3,नमस्कार मित्रों में हीरालाल प्रमलिक जिला बोकारो जरिदीह हमारी सरकार ने जो गरीब,,Adult,Male,,Serious,Bokaro,Jharkhand,"inaudible,speaker_change",1BKr0nApSef-SXxBiIWmNwElosA2TFo18,13-00587-03.mp3,metadata,Bokaro,Jharkhand,platform_broadcast_bumper,not_applicable,[],[],[],[],Community caller report regarding local condition: 'नमस्कार मित्रों में हीरालाल प्रमलिक जिला बोकारो जरिदीह हमारी सरकार ने जो गरीब'
13-00645-01,./Audio/13-00645-01.mp3,तोपचाची प्रखंड ऐसी में धनबाद मोबाइल मीडिया रिपोर्टर रविन्द्र महतो भ्रष्टाचार समझ का बहुत बड़ा बीमारी बन चूका हैं,Accent_unknown,Adult,Male,,Sad,Dhanbad,Jharkhand,,1n8y3mgCP0NFGT8NNzSO72rD-NYhGiyR4,13-00645-01.mp3,metadata,Dhanbad,Jharkhand,platform_broadcast_bumper,not_applicable,[],[],[],[],Community caller report regarding local condition: 'तोपचाची प्रखंड ऐसी में धनबाद मोबाइल मीडिया रिपोर्टर रविन्द्र महतो भ्रष्टाचार समझ का बहुत बड़ा बीमारी बन चूका हैं'
13-00645-03,./Audio/13-00645-03.mp3,ऐसा भी नहीं की सबके सब भ्रष्ट हैं कुछ ईमानदार भी मिलते हैं जो एक पाने भी नहीं लेते,Accent_unknown,Adult,Male,,Sad,Dhanbad,Jharkhand,,1Uaik2KpNS1VOSqyLh32qauc4Z5e4N5_T,13-00645-03.mp3,metadata,Dhanbad,Jharkhand,platform_broadcast_bumper,not_applicable,[],[],[],[],Community caller report regarding local condition: 'ऐसा भी नहीं की सबके सब भ्रष्ट हैं कुछ ईमानदार भी मिलते हैं जो एक पाने भी नहीं लेते'
13-00657-01,./Audio/13-00657-01.mp3,तीन सौ रुपया भरा जुर्माना एक एस गारी के समग्र मध्य प्रदेश के सेहोर जिले ऐसी पंचायत आदिवासी ग्राम पंचायत कोटा ऐसी,,Adult,Male,,,Kota,Rajasthan,,1xaRoci9uqCytTZgMVxYb7oi0bOfmWcp_,13-00657-01.mp3,metadata,Kota,Rajasthan,citizen_grievance,substantive,"[{'domain': 'Governance & Social Entitlements', 'theme': 'Public Distribution System (PDS) & Food Security', 'issue': 'PDS Ration Under-weighing & Irregular Distribution', 'confidence': 0.93}]",['corruption_or_under_weighing'],[],[],Community caller report regarding local condition: 'तीन सौ रुपया भरा जुर्माना एक एस गारी के समग्र मध्य प्रदेश के सेहोर जिले ऐसी पंचायत आदिवासी ग्राम पंचायत कोटा ऐसी'
13-00657-02,./Audio/13-00657-02.mp3,तत्पर्स्यासी कानून बनाया जो व्यक्ति गाँव में गुटका दारू,,Adult,Male,,,Kota,Rajasthan,,1_bBffmaMAUkIk0K7wFQ5c1N_USFs6XpD,13-00657-02.mp3,metadata,Kota,Rajasthan,platform_broadcast_bumper,not_applicable,[],[],[],[],Community caller report regarding local condition: 'तत्पर्स्यासी कानून बनाया जो व्यक्ति गाँव में गुटका दारू'
13-00657-03,./Audio/13-00657-03.mp3,गली गलोच आदि का सेवन करते हुए या गली देते हुए पकड़ा जाता है उसपर पंचायत ने जुर्माना रखा है यह रास्ता,,Adult,Male,,,Kota,Rajasthan,,1zdCaZQNha9J-LFGiU0tZmOiBOEvv_JtM,13-00657-03.mp3,metadata,Kota,Rajasthan,citizen_grievance,substantive,"[{'domain': 'Rural Roads & Physical Connectivity', 'theme': 'Road Connectivity & Bridge Infrastructure', 'issue': 'Dilapidated Roads, Potholes & Missing Culverts', 'confidence': 0.91}]",['infrastructure_damage'],[],[],Community caller report regarding local condition: 'गली गलोच आदि का सेवन करते हुए या गली देते हुए पकड़ा जाता है उसपर पंचायत ने जुर्माना रखा है यह रास्ता'
13-00697-02,./Audio/13-00697-02.mp3,एस बी गारी ने शुरू किया डिजिटल ड्राइव नमस्कार श्रोताओं में रिपोर्टर खुशी ललन धनबाद मोबाइल मीडिया ऐसी,Accent_unknown,Adult,Male,,,Dhanbad,Jharkhand,,1ujMlNI_oxSywWRV7vmJb544Ixbrvhq7L,13-00697-02.mp3,metadata,Dhanbad,Jharkhand,platform_broadcast_bumper,not_applicable,[],[],[],[],Community caller report regarding local condition: 'एस बी गारी ने शुरू किया डिजिटल ड्राइव नमस्कार श्रोताओं में रिपोर्टर खुशी ललन धनबाद मोबाइल मीडिया ऐसी'
13-00697-03,./Audio/13-00697-03.mp3,कैशलेस सोसाइटी की स्थापना के लिए एस बी गारी ने पन्द्रह डेविसस का डिजिटल ड्राइव चला रखा हैं इस स्पेशल ड्राइव के तहत क्षेत्रीय व्यवसाय कार्यालय के,Accent_unknown,Adult,Male,,,Dhanbad,Jharkhand,audio_jump,1PgDRenrPcxkwjsDNGbC0gTOI1zEH0-rL,13-00697-03.mp3,metadata,Dhanbad,Jharkhand,platform_broadcast_bumper,not_applicable,[],[],[],[],Community caller report regarding local condition: 'कैशलेस सोसाइटी की स्थापना के लिए एस बी गारी ने पन्द्रह डेविसस का डिजिटल ड्राइव चला रखा हैं इस स्पेशल ड्राइव के तहत क्षेत्रीय व्यवसाय कार्यालय के'
01-00235-03,./Audio/01-00235-03.mp3,प्रखंड हुआ के सभी कर निगम मौजूद थे उपयुक्त जानकारी जीपीएस मृत्युंजय कुमार ने बोकारो मोबाइल मीडिया को दी है,,Adult,Male,,,Bokaro,Jharkhand,inaudible,1bm4S9AeIjzbQ_prDJhItXsmnFz8ulVKK,01-00235-03.mp3,metadata,Bokaro,Jharkhand,platform_broadcast_bumper,not_applicable,[],[],[],[],Community caller report regarding local condition: 'प्रखंड हुआ के सभी कर निगम मौजूद थे उपयुक्त जानकारी जीपीएस मृत्युंजय कुमार ने बोकारो मोबाइल मीडिया को दी है'
01-01273-03,./Audio/01-01273-03.mp3,जयनगर ऐसी पुरे तक जाती हाँ,Bihari,Adult,Male,,Serious,Darbhanga,Bihar,,11Rn3gqO0o12FwfFMfELw59DWTHFPonEA,01-01273-03.mp3,metadata,Darbhanga,Bihar,platform_broadcast_bumper,not_applicable,[],[],[],[],Community caller report regarding local condition: 'जयनगर ऐसी पुरे तक जाती हाँ'
01-01726-03,./Audio/01-01726-03.mp3,नमस्कार में रूपा देवी रांची झारखण्ड से झारखण्ड मोबाइल वाणी में में यह कहना चाहती हूँ आज जो हम लोग जो अभी,,Adult,Female,,,Ranchi,Jharkhand,,1ysKqf9Npr80FGfZoHLfweBT3KLOG2adK,01-01726-03.mp3,metadata,Ranchi,Jharkhand,platform_broadcast_bumper,not_applicable,[],[],[],[],Community caller report regarding local condition: 'नमस्कार में रूपा देवी रांची झारखण्ड से झारखण्ड मोबाइल वाणी में में यह कहना चाहती हूँ आज जो हम लोग जो अभी'
01-01972-01,./Audio/01-01972-01.mp3,इसमें क्या मजबूर खनन के कारण हुई धनबाद की धरती खनन के कारण धरती हुई खोखली घर धस गए है दर्ज के लोग बंद गए है पगला और पगली,,Adult,Male,,,Dhanbad,Jharkhand,,1ZgDd2ESiY_zkiINesynVIuk0OcdxKUB_,01-01972-01.mp3,metadata,Dhanbad,Jharkhand,platform_broadcast_bumper,not_applicable,[],[],[],[],Community caller report regarding local condition: 'इसमें क्या मजबूर खनन के कारण हुई धनबाद की धरती खनन के कारण धरती हुई खोखली घर धस गए है दर्ज के लोग बंद गए है पगला और पगली'
01-01976-02,./Audio/01-01976-02.mp3,ध धन्यवाद डीएम रंगीला को ओर्दिनाटर बोकारो श्रोता संग झारखण्ड मोबाइल वाणी,,Adult,Male,,,Bokaro,Jharkhand,,1MdYGuVFQGY0ZxP_QpV95PP92BfhvqrL9,01-01976-02.mp3,metadata,Bokaro,Jharkhand,platform_broadcast_bumper,not_applicable,[],[],[],[],Community caller report regarding local condition: 'ध धन्यवाद डीएम रंगीला को ओर्दिनाटर बोकारो श्रोता संग झारखण्ड मोबाइल वाणी'
01-02255-01,./Audio/01-02255-01.mp3,हेलो नमस्कार धन्यवाद श्रोता संग में धनबाद ऐसी में बीरबल माथुर महुदा धनबाद,Accent_unknown,Adult,Male,,,Dhanbad,Jharkhand,,11HsworVVK_-gp6qcNavBcNTnp-WXlReS,01-02255-01.mp3,metadata,Dhanbad,Jharkhand,platform_broadcast_bumper,not_applicable,[],[],[],[],Community caller report regarding local condition: 'हेलो नमस्कार धन्यवाद श्रोता संग में धनबाद ऐसी में बीरबल माथुर महुदा धनबाद'
01-02255-02,./Audio/01-02255-02.mp3,ग्राम पंचायत ऐसी में यह कहना चाहता हूँ की झोला छाप डॉक्टरों ऐसी सावधान अवाम निकट के स्वास्थ्य केंद्र आरोप जाकर अपने बच्चों का इलाज कराए,Accent_unknown,Adult,Male,,,Dhanbad,Jharkhand,inaudible,111Q2uI6bIhR54ortRcWTHCTbm5paq-f_,01-02255-02.mp3,metadata,Dhanbad,Jharkhand,citizen_grievance,substantive,"[{'domain': 'Health & Nutrition', 'theme': 'Primary Healthcare Access & Facilities', 'issue': 'Doctor Absenteeism & Essential Drug Shortages', 'confidence': 0.88}]",['absenteeism'],[],[],Community caller report regarding local condition: 'ग्राम पंचायत ऐसी में यह कहना चाहता हूँ की झोला छाप डॉक्टरों ऐसी सावधान अवाम निकट के स्वास्थ्य केंद्र आरोप जाकर अपने बच्चों का इलाज कराए'
01-02255-03,./Audio/01-02255-03.mp3,वहाँ बहोत अच्छी दवाई मिलती है डॉक्टर भी सरकारी डॉक्टर अच्छे आके बैठते है अवाम इलाज किया जाता है,Accent_unknown,Adult,Male,,,Dhanbad,Jharkhand,,1HZV1uh1G8jHCL77Y0s4_8PoA3N6YZfhH,01-02255-03.mp3,metadata,Dhanbad,Jharkhand,citizen_grievance,substantive,"[{'domain': 'Health & Nutrition', 'theme': 'Primary Healthcare Access & Facilities', 'issue': 'Doctor Absenteeism & Essential Drug Shortages', 'confidence': 0.88}]",['absenteeism'],[],[],Community caller report regarding local condition: 'वहाँ बहोत अच्छी दवाई मिलती है डॉक्टर भी सरकारी डॉक्टर अच्छे आके बैठते है अवाम इलाज किया जाता है'
01-02614-03,./Audio/01-02614-03.mp3,झारखण्ड मोबाइल वाणी ऐसी सुनने वाले सभी श्रोताओ को में प्रेम प्रकाश कुमार बोकारो नवेदी ऐसी पुर्णतः,,Adult,Male,,,Bokaro,Jharkhand,inaudible,1ZPo3yKu_79morTqGodqIiC7L_53cV-Hp,01-02614-03.mp3,metadata,Bokaro,Jharkhand,platform_broadcast_bumper,not_applicable,[],[],[],[],Community caller report regarding local condition: 'झारखण्ड मोबाइल वाणी ऐसी सुनने वाले सभी श्रोताओ को में प्रेम प्रकाश कुमार बोकारो नवेदी ऐसी पुर्णतः'
01-02727-02,./Audio/01-02727-02.mp3,में प्रकाश कुमार पंचायत मीडिया रामगढ में बताना चाहता हूँ रामगढ क्षेत्र का रामगढ क्षेत्र का जो की एच वहाँ आरोप जिसमे,,Adult,Male,,,Ramgarh,Jharkhand,inaudible,1bpFvZSK2ujA-gMs8oY0uVFiCJdIhX0rA,01-02727-02.mp3,metadata,Ramgarh,Jharkhand,platform_broadcast_bumper,not_applicable,[],[],[],[],Community caller report regarding local condition: 'में प्रकाश कुमार पंचायत मीडिया रामगढ में बताना चाहता हूँ रामगढ क्षेत्र का रामगढ क्षेत्र का जो की एच वहाँ आरोप जिसमे'
01-02727-03,./Audio/01-02727-03.mp3,जिसमे ऐसी वहाँ मजदूरों न हरताल किया जिसमे ऐसी हरताल बहुत ही बड़ा रूपए ले लिया था जिसमे बैंकों को भी बंद रखा गया और कई सरकारों ने भग लिए,,Adult,Male,,,Ramgarh,Jharkhand,,1lb8i_6SsTvJag9qQAoJvi6J4PqVAywSn,01-02727-03.mp3,metadata,Ramgarh,Jharkhand,platform_broadcast_bumper,not_applicable,[],[],[],[],Community caller report regarding local condition: 'जिसमे ऐसी वहाँ मजदूरों न हरताल किया जिसमे ऐसी हरताल बहुत ही बड़ा रूपए ले लिया था जिसमे बैंकों को भी बंद रखा गया और कई सरकारों ने भग लिए'
01-02790-03,./Audio/01-02790-03.mp3,पटना के ऐतिहासिक गाँधी मेडम में अब नहीं होगी कारण चुनाव को देखते हुए आचार संहिता लग जाने के कारण जिला अधिकारी पटना ने इसकी इजाजत नहीं दी,,Adult,Male,,,Patna,Bihar,,1MSlpI7ol9DBwd0Ws00OeWJGjky1C9GsK,01-02790-03.mp3,metadata,Patna,Bihar,platform_broadcast_bumper,not_applicable,[],[],[],[],Community caller report regarding local condition: 'पटना के ऐतिहासिक गाँधी मेडम में अब नहीं होगी कारण चुनाव को देखते हुए आचार संहिता लग जाने के कारण जिला अधिकारी पटना ने इसकी इजाजत नहीं दी'
01-03508-02,./Audio/01-03508-02.mp3,एक दिन उसका मन लगा उसके निकाली घर ऐसी बाहर,,Adult,Female,,,Ranchi,Jharkhand,,1hU_T8FPGY0mzYsmYTroYplDp9-r7ixFj,01-03508-02.mp3,metadata,Ranchi,Jharkhand,citizen_grievance,substantive,"[{'domain': 'Employment, Livelihoods & Migration', 'theme': 'Labor Migration & Worker Welfare', 'issue': 'Distress Out-Migration for Work & Migrant Vulnerability', 'confidence': 0.9}]",['access_barrier'],[],[],Community caller report regarding local condition: 'एक दिन उसका मन लगा उसके निकाली घर ऐसी बाहर'
01-03508-03,./Audio/01-03508-03.mp3,जल्दी ऐसी वह आगे बड़ी चलता चलते चलते पहुँच गयी वह चंडीगढ़ चंडीगढ़ ऐसी जमशेद पुर जमशेदपुर ऐसी रामेश्वर रामेश्वर ऐसी फिर लौट आई वह अपने घर माँ ने पूछा विजय रानी कहा गयी थी बाहर विजय बोली कहीं नही माँ में तो थी घर के अन्दर घर के अन्दर विजय रानी कैसा है यह झूठ बाइकसवार,,Adult,Female,,,Ranchi,Jharkhand,inaudible,1TzVXygNaQCDWutrGqHG-6KSTIiqI8fc1,01-03508-03.mp3,metadata,Ranchi,Jharkhand,citizen_grievance,substantive,"[{'domain': 'Employment, Livelihoods & Migration', 'theme': 'Labor Migration & Worker Welfare', 'issue': 'Distress Out-Migration for Work & Migrant Vulnerability', 'confidence': 0.9}]",['access_barrier'],[],[],Community caller report regarding local condition: 'जल्दी ऐसी वह आगे बड़ी चलता चलते चलते पहुँच गयी वह चंडीगढ़ चंडीगढ़ ऐसी जमशेद पुर जमशेदपुर ऐसी रामेश्वर रामेश्वर ऐसी फिर लौट आई वह अपने घर माँ ने पूछा विजय रानी कहा गयी थी बाहर विजय बोली कहीं नही माँ में तो थी घर के अन्दर घर के अन्दर विजय रानी कैसा है यह झूठ बाइकसवार'
01-03700-03,./Audio/01-03700-03.mp3,फूलो पर मंडराती फिरती कलियों के संग सोती कभी घरो के भीतर जाकर बच्चों को ललचाती कभी वो मुझे पकड़ने चलते में बाहर उड़ जाती कभी गगन में उड़ती फिरती,,Adult,Male,,,Ranchi,Jharkhand,,1STkZLA8XpauTtr1jRtGH0IrfW7GiG0SO,01-03700-03.mp3,metadata,Ranchi,Jharkhand,citizen_grievance,substantive,"[{'domain': 'Employment, Livelihoods & Migration', 'theme': 'Labor Migration & Worker Welfare', 'issue': 'Distress Out-Migration for Work & Migrant Vulnerability', 'confidence': 0.9}]",['access_barrier'],[],[],Community caller report regarding local condition: 'फूलो पर मंडराती फिरती कलियों के संग सोती कभी घरो के भीतर जाकर बच्चों को ललचाती कभी वो मुझे पकड़ने चलते में बाहर उड़ जाती कभी गगन में उड़ती फिरती'
01-05026-03,./Audio/01-05026-03.mp3,खुटौना ऐसी चंदू नमस्कार श्रोताओं खुटौना जन प्रतिनिधियों की लापरवाही आज हम अपने अधिकारों के प्रति जीतने हैं,Bihari,Adult,Male,,,Madhubani,Bihar,inaudible,1JZanBV_xEhqd6x1Fn9eTyrlUDrb5Lgme,01-05026-03.mp3,metadata,Madhubani,Bihar,platform_broadcast_bumper,not_applicable,[],[],[],[],Community caller report regarding local condition: 'खुटौना ऐसी चंदू नमस्कार श्रोताओं खुटौना जन प्रतिनिधियों की लापरवाही आज हम अपने अधिकारों के प्रति जीतने हैं'
01-06863-02,./Audio/01-06863-02.mp3,नमस्कार आवाज मई आप का स्वागत है मई बिपिन कुमार जिला मुंगेर ऐसी मदरस डे के उपलक्ष मई आज हम लोग सभी मिल के लिए संकल्प ले की,Bihari,Adult,Male,,,Munger,Bihar,,18CdJkF2bFvatAT0OU7oTv36MnDkEhiSB,01-06863-02.mp3,metadata,Munger,Bihar,platform_broadcast_bumper,not_applicable,[],[],[],[],Community caller report regarding local condition: 'नमस्कार आवाज मई आप का स्वागत है मई बिपिन कुमार जिला मुंगेर ऐसी मदरस डे के उपलक्ष मई आज हम लोग सभी मिल के लिए संकल्प ले की'
01-07120-02,./Audio/01-07120-02.mp3,मेरा नाम निधि द्विवेदी है मैं ग्राम सोनवारी ज़िला सतना से बोल रही हूँ मैं महिला सशक्तिकरण के बारे में कुछ कहना चाहती हूँ सशक्तिकरण एक प्रक्रिया है,,Adult,Female,,,Satna,Madhya_pradesh,inaudible,1ct26QNls571EfFJPxYKGrwe8r-KM9133,01-07120-02.mp3,metadata,Satna,Madhya_pradesh,conversational_preliminary,not_applicable,[],[],[],[],Community caller report regarding local condition: 'मेरा नाम निधि द्विवेदी है मैं ग्राम सोनवारी ज़िला सतना से बोल रही हूँ मैं महिला सशक्तिकरण के बारे में कुछ कहना चाहती हूँ सशक्तिकरण एक प्रक्रिया है'
01-08761-02,./Audio/01-08761-02.mp3,नमस्कार मई प्रखंड ऐसी आज दिनांक अट्ठाईस साथ दो हजार अठारह को प्रखंड के अंतर्गत झिबुली पंचायत,Bihari,Adult,Male,,,Buldhana,Bihar,,1VPBKQ29f8tRFkeA_nwYMZXsk-V5wom0c,01-08761-02.mp3,metadata,Buldhana,Bihar,platform_broadcast_bumper,not_applicable,[],[],[],[],Community caller report regarding local condition: 'नमस्कार मई प्रखंड ऐसी आज दिनांक अट्ठाईस साथ दो हजार अठारह को प्रखंड के अंतर्गत झिबुली पंचायत'
01-09464-01,./Audio/01-09464-01.mp3,संचालित की जा रही है यह परीक्षा छह अगस्त तक चलेगी मजरुल हक विश्वविद्द्यालय की इस परीक्षा में,,Adult,Male,,,Darbhanga,Bihar,,1Kyrbl3grA38_Px36Wq3q-jPutchrd9xJ,01-09464-01.mp3,metadata,Darbhanga,Bihar,platform_broadcast_bumper,not_applicable,[],[],[],[],Community caller report regarding local condition: 'संचालित की जा रही है यह परीक्षा छह अगस्त तक चलेगी मजरुल हक विश्वविद्द्यालय की इस परीक्षा में'
01-09468-01,./Audio/01-09468-01.mp3,बिछा है और सात अगस्त को होगी और यह सतराह अगस्त दो हजार उन्नीस की परीक्षा होगी जिसमे सभी छात्र,,Adult,Male,,,Darbhanga,Bihar,audio_break,1W9xRdNfoJyp80aoTBzIAvvrFxa6iUU_W,01-09468-01.mp3,metadata,Darbhanga,Bihar,platform_broadcast_bumper,not_applicable,[],[],[],[],Community caller report regarding local condition: 'बिछा है और सात अगस्त को होगी और यह सतराह अगस्त दो हजार उन्नीस की परीक्षा होगी जिसमे सभी छात्र'
01-09919-03,./Audio/01-09919-03.mp3,ऐसी उत्साहित है और उन्होंने कहा की भारत में चार साल पहले इस चीजो पर कम्पाउंड में इसलिए वह अठारह अगस्त से दावेदार हैं तो दोस्तों सुनते रहिये ऐसे ही मुख्य,,Adult,Male,,,Darbhanga,Bihar,audio_jump,1C3zWptrxYk_TLpxz8fGabQpJ9hb1zniW,01-09919-03.mp3,metadata,Darbhanga,Bihar,platform_broadcast_bumper,not_applicable,[],[],[],[],Community caller report regarding local condition: 'ऐसी उत्साहित है और उन्होंने कहा की भारत में चार साल पहले इस चीजो पर कम्पाउंड में इसलिए वह अठारह अगस्त से दावेदार हैं तो दोस्तों सुनते रहिये ऐसे ही मुख्य'
01-11596-02,./Audio/01-11596-02.mp3,और नालंदा जिले ऐसी हमे कई लोगो ने इस मुद्दे ऐसी जुड़े अपने विचार हमे भेजे है तो आइये सुनते की नालंदा जिले ऐसी हमारे साथियों का क्या कहना है,,Adult,Male,,,Nalanda,Bihar,,1WA0OuiP9cfFfMKcGGBC64vAopD1VrMQU,01-11596-02.mp3,metadata,Nalanda,Bihar,platform_broadcast_bumper,not_applicable,[],[],[],[],Community caller report regarding local condition: 'और नालंदा जिले ऐसी हमे कई लोगो ने इस मुद्दे ऐसी जुड़े अपने विचार हमे भेजे है तो आइये सुनते की नालंदा जिले ऐसी हमारे साथियों का क्या कहना है'
02-14671-01,./Audio/02-14671-01.mp3,झारखण्ड मोबाइल वाणी के लिए मैं रामगढ़ ऐसी मनोज कुमार पंद्रह सितम्बर को छावनी परीक्षा बोर्ड की बैठक थी,Bihari,Adult,Male,,,Ramgarh,Bihar,,1J4dJT_PD61FGWHMqJDGgoQQ_g4LcoPj7,02-14671-01.mp3,metadata,Ramgarh,Bihar,platform_broadcast_bumper,not_applicable,[],[],[],[],Community caller report regarding local condition: 'झारखण्ड मोबाइल वाणी के लिए मैं रामगढ़ ऐसी मनोज कुमार पंद्रह सितम्बर को छावनी परीक्षा बोर्ड की बैठक थी'
02-15807-01,./Audio/02-15807-01.mp3,किसान खुशहाल हो जाएगी,,Adult,Male,,,Dhanbad,Jharkhand,,1N0dM9Xg0-9xSCIpLODIgoIo_Xvr0o2B8,02-15807-01.mp3,metadata,Dhanbad,Jharkhand,platform_broadcast_bumper,not_applicable,[],[],[],[],Community caller report regarding local condition: 'किसान खुशहाल हो जाएगी'
02-15846-01,./Audio/02-15846-01.mp3,हम लोगों का एक विशेष मांग है की की आवाज़ के द्वारा की अगर हो सके तो हर पंचायत में,Accent_unknown,Adult,Male,,,Munger,Bihar,,1ZpOAsOMmEi4xJErtSvaTFjCxsQYm6n23,02-15846-01.mp3,metadata,Munger,Bihar,platform_broadcast_bumper,not_applicable,[],[],[],[],Community caller report regarding local condition: 'हम लोगों का एक विशेष मांग है की की आवाज़ के द्वारा की अगर हो सके तो हर पंचायत में'
13-00076-02,./Audio/13-00076-02.mp3,बिहार राज्य के मधुबनी जिला से मनोज कर्नल ने मोबाइल वाणी के माध्यम ऐसी बताया की सुरक्षा कर्मियों ने तीन बोरियोंसे भरे,Bihari,,Female,,Serious,,Bihar,,1xUWMtUXsNpz8MCZw6STmx1PQ0zIIrotF,13-00076-02.mp3,transcript,Madhubani,Bihar,platform_broadcast_bumper,not_applicable,[],[],[],[],Security personnel have seized three sacks full of contraband goods as reported from Madhubani district.
13-00099-02,./Audio/13-00099-02.mp3,आरोप अखिल भारतीय व्यवसायी परीक्षा दो हजार अठारह सेमेस्टर एक ऐसी लेकर लेकर चार तक की परीक्षा आज ऐसी शुरू हो चुकी हैं यह परीक्षा चौबीस जुलाई ऐसी सोलह अगस्ट तक अगस्त तक मधुबनी जिले के तीनों केन्द्रों आरोप संचालित होगी,Bihari,Adult,Male,,,,Bihar,audio_jump,1DOPpzqF3iDYZ38mh8fMcSMxi636l0aQu,13-00099-02.mp3,transcript,Madhubani,Bihar,platform_broadcast_bumper,not_applicable,[],[],[],[],Community caller report regarding local condition: 'आरोप अखिल भारतीय व्यवसायी परीक्षा दो हजार अठारह सेमेस्टर एक ऐसी लेकर लेकर चार तक की परीक्षा आज ऐसी शुरू हो चुकी हैं यह परीक्षा चौबीस जुलाई ऐसी सोलह अगस्ट तक अगस्त तक मधुबनी जिले के तीनों केन्द्रों आरोप संचालित होगी'
13-00138-06,./Audio/13-00138-06.mp3,नमस्कार दोस्तों मैं रिशी आपके लिए लेकर आया हूँ मधुबनी मोबाइल वाणी पर आये दिन भर की खबरों का सारांश समाचार संध्या में,Bihari,Adult,Male,,Serious,,Bihar,,1l4rKuT98JfeP7_55n0pIr9ZsyF2A3Pmg,13-00138-06.mp3,transcript,Madhubani,Bihar,platform_broadcast_bumper,not_applicable,[],[],[],[],Community caller report regarding local condition: 'नमस्कार दोस्तों मैं रिशी आपके लिए लेकर आया हूँ मधुबनी मोबाइल वाणी पर आये दिन भर की खबरों का सारांश समाचार संध्या में'
13-00137-01,./Audio/13-00137-01.mp3,में बिहार राज्य के मधुबनी जिले ऐसी रामानंद जी मधुबनी मोबाइल वाणी के माध्यम ऐसी पी जी जी में नाम,,Adult,,,,,,,19Wk_pJTS2_UImt5UTpXV9ckm-5KGdrqx,13-00137-01.mp3,transcript,Madhubani,Bihar,platform_broadcast_bumper,not_applicable,[],[],[],[],Community caller report regarding local condition: 'में बिहार राज्य के मधुबनी जिले ऐसी रामानंद जी मधुबनी मोबाइल वाणी के माध्यम ऐसी पी जी जी में नाम'
13-00137-04,./Audio/13-00137-04.mp3,के लिए पचीस जुलाई के बाद विश्वविद्यालय की वेबसाइट ऐसी प्रवेश पत्र डाउनलोड कर सकते है बिहार राज्य के मधुबनी जिला ऐसी राम नंदजी,Accent_unknown,Adult,Female,,Serious,,,,1nbF7B9WB5jVLbfOr_kElaRl9FBxXJjhX,13-00137-04.mp3,transcript,Madhubani,Bihar,platform_broadcast_bumper,not_applicable,[],[],[],[],Community caller report regarding local condition: 'के लिए पचीस जुलाई के बाद विश्वविद्यालय की वेबसाइट ऐसी प्रवेश पत्र डाउनलोड कर सकते है बिहार राज्य के मधुबनी जिला ऐसी राम नंदजी'
13-00140-03,./Audio/13-00140-03.mp3,दबाकर और ऐसे ही बड़ी खबरों के लिए सुनते रहे मधुबनी मोबाइल वाणी धन्यवाद,Bihari,Adult,Male,,Serious,,Bihar,,14TAHOalv5b1AEAaIYV0Vs3JwOAyrRw_Z,13-00140-03.mp3,transcript,Madhubani,Bihar,listener_feedback_prompt,not_applicable,[],[],[],[],Community caller report regarding local condition: 'दबाकर और ऐसे ही बड़ी खबरों के लिए सुनते रहे मधुबनी मोबाइल वाणी धन्यवाद'
13-00143-04,./Audio/13-00143-04.mp3,नमस्कार दोस्तों दोस्तों में दीपक आपके लिए लेकर आया हूँ मधुबनी मोबाइल वाणी आरोप आये दिन भर की खबरों का सारांश समाचार संध्या में,Accent_unknown,Adult,Female,Music,Serious,,,,1QfC5vmuSXAvJki2-tsYjytC9i_hzzY_O,13-00143-04.mp3,transcript,Madhubani,Bihar,platform_broadcast_bumper,not_applicable,[],[],[],[],Community caller report regarding local condition: 'नमस्कार दोस्तों दोस्तों में दीपक आपके लिए लेकर आया हूँ मधुबनी मोबाइल वाणी आरोप आये दिन भर की खबरों का सारांश समाचार संध्या में'
